Frontend file,Line,Usage,Endpoint,Convex export exists,Mock behavior,Unsafe cast,Decision,Status,Notes
src/pages/public/PublicLayout.tsx,25,useMutation,cms.subscribeNewsletter,yes,heuristic match,no,migrate,inventoried,
src/pages/public/ResourcesPage.tsx,12,useQuery,cms.listResources,yes,heuristic match,no,migrate,inventoried,
src/pages/public/ResourcesPage.tsx,13,useMutation,leads.createLead,yes,heuristic match,no,migrate,inventoried,
src/pages/public/ResourcesPage.tsx,14,useMutation,cms.incrementResourceDownload,yes,heuristic match,no,migrate,inventoried,
src/pages/public/SharedDocumentPage.tsx,15,useMutation,documents.getSharedDocument,yes,heuristic match,no,migrate,inventoried,
src/pages/public/SharedDocumentPage.tsx,16,useMutation,documents.downloadSharedDocument,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,17,useQuery,users.getCurrentUser,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,19,useQuery,users.listMySessions,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,20,useQuery,users.getMyAuditLog,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,22,useMutation,users.revokeSession,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,23,useMutation,users.updateOwnProfile,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,24,useMutation,users.changePassword,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,25,useMutation,users.generateAvatarUploadUrl,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,26,useMutation,users.setAvatarFromStorage,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,27,useMutation,users.beginTotpEnrollment,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,28,useMutation,users.confirmTotpEnrollment,yes,heuristic match,no,migrate,inventoried,
src/pages/shared/SharedProfilePage.tsx,29,useMutation,users.disableTotp,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffAppointmentsPage.tsx,13,useQuery,appointments.listAppointments,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffAppointmentsPage.tsx,17,useMutation,appointments.updateAppointmentStatus,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,43,useQuery,cases.getCase,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,44,useQuery,clients.listClients,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,45,useQuery,users.listStaffDirectory,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,46,useQuery,hearings.listHearings,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,47,useQuery,documents.listDocuments,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,48,useMutation,cases.updateCase,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,50,useQuery,tasks.listTasks,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,51,useQuery,timeEntries.listTimeEntries,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,52,useQuery,expenses.list,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,53,useMutation,tasks.createTask,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,54,useMutation,tasks.updateTask,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,55,useMutation,tasks.runSop,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,56,useQuery,tasks.listSopTemplates,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCaseDetailPage.tsx,66,useQuery,briefs.list,no,heuristic match,yes,currently_simulated,inventoried,No matching Convex export; confirm intended behavior before replacement
src/pages/staff/StaffCaseDetailPage.tsx,67,useMutation,briefs.create,no,heuristic match,yes,currently_simulated,inventoried,No matching Convex export; confirm intended behavior before replacement
src/pages/staff/StaffCaseDetailPage.tsx,68,useMutation,briefs.update,no,heuristic match,yes,currently_simulated,inventoried,No matching Convex export; confirm intended behavior before replacement
src/pages/staff/StaffCaseDetailPage.tsx,69,useMutation,briefs.delete,no,heuristic match,yes,currently_simulated,inventoried,No matching Convex export; confirm intended behavior before replacement
src/pages/staff/StaffCaseDetailPage.tsx,70,useQuery,research.listNotes,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffCasesPage.tsx,27,useQuery,clients.listClients,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCasesPage.tsx,28,useQuery,users.listStaffDirectory,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffCasesPage.tsx,29,useQuery,hearings.listHearings,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffClientsPage.tsx,33,useQuery,clients.listClients,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffClientsPage.tsx,34,useQuery,cases.listCases,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffClientsPage.tsx,35,useMutation,clients.createClient,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffClientsPage.tsx,36,useMutation,clients.reviewKyc,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffClientsPage.tsx,55,useQuery,clients.getClientKycFileUrls,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDashboard.tsx,11,useQuery,cases.listCases,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDashboard.tsx,12,useQuery,hearings.listHearings,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDashboard.tsx,13,useQuery,tasks.listTasks,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDashboard.tsx,14,useQuery,tasks.listWorkload,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDashboard.tsx,15,useQuery,users.listStaffDirectory,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDashboard.tsx,16,useQuery,timeEntries.listTimeEntries,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,99,useQuery,cases.listCases,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,103,useQuery,envelopes.listPortalSigners,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,105,useMutation,documents.generateUploadUrl,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,107,useMutation,documents.requestSignature,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,108,useMutation,envelopes.createEnvelope,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,109,useMutation,envelopes.sendEnvelope,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,110,useMutation,documents.triggerOCR,yes,no explicit branch detected,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,111,useMutation,documents.trashDocument,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,112,useMutation,documents.restoreDocument,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,113,useMutation,documents.hardDeleteDocument,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,114,useMutation,documents.setLegalHold,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffDocumentsPage.tsx,115,useMutation,documents.setRetention,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,43,useQuery,hearings.listHearings,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,44,useQuery,cases.listCases,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,45,useQuery,users.listStaffDirectory,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,46,useQuery,court.getPesi,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,49,useMutation,hearings.createHearing,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,50,useMutation,hearings.updateHearing,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,51,useMutation,tasks.createHearingPrepTasks,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,52,useMutation,tasks.updateTask,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffHearingsPage.tsx,53,useQuery,tasks.listTasks,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffResearchPage.tsx,44,useQuery,research.listNotes,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffResearchPage.tsx,45,useQuery,cases.listCases,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffResearchPage.tsx,47,useMutation,research.createNote,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffResearchPage.tsx,48,useMutation,research.updateNote,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffResearchPage.tsx,49,useMutation,research.deleteNote,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,45,useQuery,tasks.listWorkload,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,46,useQuery,cases.listCases,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,47,useQuery,users.listStaffDirectory,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,48,useQuery,hearings.listHearings,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,49,useQuery,documents.listDocuments,yes,heuristic match,yes,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,51,useMutation,tasks.createTask,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,53,useMutation,tasks.archiveTask,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,54,useMutation,tasks.restoreTask,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,55,useMutation,tasks.deleteTask,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,56,useMutation,tasks.addComment,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,57,useMutation,tasks.scanOverdueReminders,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,58,useMutation,timeEntries.createTimeEntry,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,135,useQuery,tasks.listComments,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTasksPage.tsx,173,useQuery,tasks.listTasks,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTimeTrackerPage.tsx,13,useQuery,timeEntries.listTimeEntries,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTimeTrackerPage.tsx,14,useQuery,cases.listCases,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTimeTrackerPage.tsx,15,useMutation,timeEntries.createTimeEntry,yes,heuristic match,no,migrate,inventoried,
src/pages/staff/StaffTimeTrackerPage.tsx,16,useMutation,timeEntries.deleteTimeEntry,yes,heuristic match,no,migrate,inventoried,
