"Domain","Convex module","Convex export","Kind","Source","Frontend callers","Tables","Indexes","Authorization","Tenant scope","Side effects","Decision","Next service","Next endpoint/action","Request contract","Response contract","Migration script","Tests","Status","Owner","Cutover","Rollback"
"work-management","tasks","runSop","mutation","convex/tasks.ts:406","src/pages/staff/StaffCaseDetailPage.tsx:55 (useMutation)","sopTemplates | tasks","by_key | by_case","requireRole; roles=admin","tenant/resource scope detected","audit | inserts: tasks | notification","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ templateKey: v.string(), caseId: v.id(""cases""), assignedTo: v.optional(v.id(""users"")), }","observed return expressions: { created, skipped, label: template.label }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","scanOverdueReminders","mutation","convex/tasks.ts:584","src/pages/staff/StaffTasksPage.tsx:57 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{}","observed return expressions: sendOverdueRemindersHandler(ctx)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","sendOverdueReminders","internalMutation","convex/tasks.ts:579","","","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","internal service/worker TBD","{}","implicit return: sendOverdueRemindersHandler(ctx)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","updateTask","mutation","convex/tasks.ts:281","src/client/queries/tasks.ts:35 (direct reference) | src/pages/staff/StaffCaseDetailPage.tsx:54 (useMutation) | src/pages/staff/StaffHearingsPage.tsx:52 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","audit | database patch | notification","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ taskId: v.id(""tasks""), title: v.optional(v.string()), status: v.optional(taskStatus), priority: v.optional(taskPriority), category: v.optional(v.union(taskCategory, v.null())), assignedTo: v.optional(v.id(""users"")), caseId: v.optional(v.union(v.id(""cases""), v.null())), dueDate: v.optional(v.union(v.string(), v.null())), dueDateBs: v.optional(v.union(v.string(), v.null())), description: v.optional(v.union(v.string(), v.null())), hearingId: v.optional(v.union(v.id(""hearings""), v.null())), documentId: v.optional(v.union(v.id(""documents""), v.null())), watchers: v.optional(v.array(v.id(""users""))), clientVisible: v.optional(v.boolean()), isRecurring: v.optional(v.boolean()), recurrenceRule: v.optional(v.union(recurrenceRule, v.null())), reminderAt: v.optional(v.union(v.string(), v.null())), }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","templates","createTemplate","mutation","convex/templates.ts:29","src/pages/admin/AdminTemplatesPage.tsx:22 (useMutation)","templates","","requireAuth","no explicit tenant scope detected","inserts: templates","migrate","TBD","/api/v1 TBD","{ title: v.string(), description: v.optional(v.string()), category: v.union(v.literal(""vakalatnama""), v.literal(""firad_patra""), v.literal(""jawab""), v.literal(""prastab_patra""), v.literal(""retainer""), v.literal(""poa""), v.literal(""contract""), v.literal(""other"")), htmlContent: v.string(), variables: v.array(v.string()), }","observed return expressions: await ctx.db.insert(""templates"", { ...args, createdBy: user._id, })","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","templates","deleteTemplate","mutation","convex/templates.ts:71","src/pages/admin/AdminTemplatesPage.tsx:24 (useMutation)","","","requireAuth","no explicit tenant scope detected","database delete","migrate","TBD","/api/v1 TBD","{ id: v.id(""templates"") }","void/no explicit return","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","templates","getTemplate","query","convex/templates.ts:18","","","","requireAuth","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ id: v.id(""templates"") }","observed return expressions: await ctx.db.get(args.id)","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","templates","listTemplates","query","convex/templates.ts:5","src/components/documents/TemplateGeneratorModal.tsx:13 (useQuery) | src/pages/admin/AdminDocumentGenerator.tsx:16 (useQuery) | src/pages/admin/AdminTemplatesPage.tsx:21 (useQuery)","templates","","requireAuth","tenant/resource scope detected","","migrate","TBD","/api/v1 TBD","{}","observed return expressions: await ctx.db.query(""templates"").order(""desc"").collect()","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","templates","seedTemplates","mutation","convex/templates.ts:83","src/pages/admin/AdminTemplatesPage.tsx:25 (useMutation)","templates","","requireAuth","no explicit tenant scope detected","inserts: templates","migrate","TBD","/api/v1 TBD","{}","observed return expressions: void","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","templates","updateTemplate","mutation","convex/templates.ts:50","src/pages/admin/AdminTemplatesPage.tsx:23 (useMutation)","","","requireAuth","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ id: v.id(""templates""), title: v.string(), description: v.optional(v.string()), category: v.union(v.literal(""vakalatnama""), v.literal(""firad_patra""), v.literal(""jawab""), v.literal(""prastab_patra""), v.literal(""retainer""), v.literal(""poa""), v.literal(""contract""), v.literal(""other"")), htmlContent: v.string(), variables: v.array(v.string()), }","observed return expressions: id","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","timeEntries","createTimeEntry","mutation","convex/timeEntries.ts:23","src/pages/staff/StaffTasksPage.tsx:58 (useMutation) | src/pages/staff/StaffTimeTrackerPage.tsx:15 (useMutation)","timeEntries","","requireRole; roles=admin","no explicit tenant scope detected","inserts: timeEntries","migrate","FinancialService","/api/v1/financial/*","{ caseId: v.id(""cases""), description: v.string(), minutes: v.number(), isBillable: v.boolean(), date: v.string(), ratePerHour: v.number(), }","observed return expressions: ctx.db.insert(""timeEntries"", { ...args, userId: user._id })","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","timeEntries","deleteTimeEntry","mutation","convex/timeEntries.ts:38","src/pages/staff/StaffTimeTrackerPage.tsx:16 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database delete","migrate","FinancialService","/api/v1/financial/*","{ entryId: v.id(""timeEntries"") }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","timeEntries","listTimeEntries","query","convex/timeEntries.ts:5","src/pages/admin/AdminDashboard.tsx:13 (useQuery) | src/pages/admin/AdminFinancePage.tsx:24 (useQuery) | src/pages/client/ClientBillingPage.tsx:26 (useQuery) | src/pages/staff/StaffCaseDetailPage.tsx:51 (useQuery) | src/pages/staff/StaffDashboard.tsx:16 (useQuery) | src/pages/staff/StaffTimeTrackerPage.tsx:13 (useQuery)","timeEntries","by_case | by_user","no explicit auth helper detected","no explicit tenant scope detected","","migrate","FinancialService","/api/v1/financial/*","{ caseId: v.optional(v.id(""cases"")), userId: v.optional(v.id(""users"")), }","observed return expressions: ctx.db.query(""timeEntries"").collect() | ctx.db.query(""timeEntries"").withIndex(""by_case"", (q) => q.eq(""caseId"", args.caseId!)).collect() | ctx.db.query(""timeEntries"").withIndex(""by_user"", (q) => q.eq(""userId"", args.userId!)).collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","activateAccount","mutation","convex/users.ts:690","src/pages/auth/AccountSetupPage.tsx:17 (useMutation)","auditLog | users","by_activation","no explicit auth helper detected","tenant/resource scope detected","audit | communication | database patch | inserts: auditLog","migrate","TBD","/api/v1 TBD","{ token: v.string(), password: v.optional(v.string()), name: v.optional(v.string()), }","observed return expressions: { success: true, userId: user._id, role: user.role }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","archiveUser","mutation","convex/users.ts:467","src/pages/admin/AdminUsersPage.tsx:62 (useMutation)","cases | sessions","by_user","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | database delete | database patch","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users""), hardDelete: v.optional(v.boolean()), }","observed return expressions: { success: true, mode: ""hard"" as const } | { success: true, mode: ""soft"" as const }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","beginTotpEnrollment","mutation","convex/users.ts:823","src/pages/shared/SharedProfilePage.tsx:27 (useMutation)","","","requireAuth","no explicit tenant scope detected","communication | database patch","migrate","TBD","/api/v1 TBD","{}","observed return expressions: { secret, otpauthUrl: buildOtpAuthUri(secret, account), }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","bulkUpdateUsers","mutation","convex/users.ts:530","src/pages/admin/AdminUsersPage.tsx:63 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | database patch","migrate","TBD","/api/v1 TBD","{ userIds: v.array(v.id(""users"")), action: v.union( v.literal(""suspend""), v.literal(""reactivate""), v.literal(""resend_invite""), ), }","observed return expressions: { success: true, count }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","changePassword","mutation","convex/users.ts:794","src/pages/shared/SharedProfilePage.tsx:24 (useMutation)","","","requireAuth","no explicit tenant scope detected","audit | database patch","migrate","TBD","/api/v1 TBD","{ currentPassword: v.string(), newPassword: v.string(), }","observed return expressions: { success: true, message: user.passwordHash ? ""Password updated."" : ""Local password set. Primary sign-in may still use your identity provider."", }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","confirmTotpEnrollment","mutation","convex/users.ts:837","src/pages/shared/SharedProfilePage.tsx:28 (useMutation)","","","requireAuth","no explicit tenant scope detected","audit | database patch","migrate","TBD","/api/v1 TBD","{ code: v.string() }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","createUser","mutation","convex/users.ts:301","src/pages/admin/AdminCMSTeam.tsx:14 (useMutation) | src/pages/admin/AdminUsersPage.tsx:59 (useMutation)","users","by_email","requireFirmId|requireRole; roles=admin","tenant/resource scope detected","audit | communication | inserts: users","migrate","TBD","/api/v1 TBD","{ name: v.string(), email: v.optional(v.string()), role: roleValidator, isPublicFacing: v.optional(v.boolean()), phone: v.optional(v.string()), barCouncilNumber: v.optional(v.string()), barCouncilExpiry: v.optional(v.string()), practiceAreas: v.optional(v.array(v.string())), /** When false, create active user without invite (CMS team). Default true. */ invite: v.optional(v.boolean()), }","observed return expressions: { id, activationToken: token, inviteExpiresAt: sendInvite ? new Date(now.getTime() + INVITE_TTL_MS).toISOString() : undefined }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","deleteUser","mutation","convex/users.ts:508","src/pages/admin/AdminCMSTeam.tsx:16 (useMutation)","sessions","by_user","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | database delete | database patch","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users"") }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","disableTotp","mutation","convex/users.ts:850","src/pages/shared/SharedProfilePage.tsx:29 (useMutation)","","","requireAuth","no explicit tenant scope detected","audit | database patch","migrate","TBD","/api/v1 TBD","{ code: v.string() }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","generateAvatarUploadUrl","mutation","convex/users.ts:640","src/pages/shared/SharedProfilePage.tsx:25 (useMutation)","","","requireAuth","no explicit tenant scope detected","storage: generateUploadUrl","migrate","TBD","/api/v1 TBD","{}","observed return expressions: ctx.storage.generateUploadUrl()","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","getCurrentUser","query","convex/users.ts:200","src/hooks/use-auth.ts:26 (useQuery) | src/hooks/use-current-user.ts:13 (useQuery) | src/pages/shared/SharedProfilePage.tsx:17 (useQuery)","users","by_token","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{}","observed return expressions: await ctx.db .query(""users"") .withIndex(""by_token"", (q) => q.eq(""tokenIdentifier"", identity.tokenIdentifier)) .unique() | null","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","getMyAuditLog","query","convex/users.ts:883","src/pages/shared/SharedProfilePage.tsx:20 (useQuery)","auditLog","by_user","requireAuth","no explicit tenant scope detected","audit","migrate","TBD","/api/v1 TBD","{}","observed return expressions: logs.sort((a, b) => b._creationTime - a._creationTime).slice(0, 30)","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","getRolePermissions","query","convex/users.ts:267","src/pages/admin/AdminSettingsPage.tsx:38 (useQuery)","firmSettings","by_firm_key","requireFirmId|requireRole; roles=admin","tenant/resource scope detected","","migrate","TBD","/api/v1 TBD","{}","observed return expressions: (override?.value as typeof DEFAULT_ROLE_PERMISSIONS) || DEFAULT_ROLE_PERMISSIONS","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","getUserActivity","query","convex/users.ts:241","src/pages/admin/AdminUsersPage.tsx:85 (useQuery)","auditLog","by_user | by_resource","requireRole; roles=admin","no explicit tenant scope detected","audit","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users"") }","observed return expressions: unique.sort((a, b) => b._creationTime - a._creationTime).slice(0, 20)","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","listMySessions","query","convex/users.ts:755","src/pages/shared/SharedProfilePage.tsx:19 (useQuery)","sessions","by_user","requireAuth","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{}","observed return expressions: ctx.db .query(""sessions"") .withIndex(""by_user"", (q) => q.eq(""userId"", user._id)) .collect()","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","listSessions","query","convex/users.ts:740","src/pages/admin/AdminUsersPage.tsx:89 (useQuery)","sessions","by_user","requireAuth","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ userId: v.optional(v.id(""users"")) }","observed return expressions: ctx.db .query(""sessions"") .withIndex(""by_user"", (q) => q.eq(""userId"", targetId)) .collect()","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","listStaffDirectory","query","convex/users.ts:225","src/components/ui/CommandCenter.tsx:20 (useQuery) | src/pages/admin/AdminAppointmentsPage.tsx:16 (useQuery) | src/pages/admin/AdminCRMPage.tsx:40 (useQuery) | src/pages/admin/AdminExpensesPage.tsx:54 (useQuery) | src/pages/client/ClientCasesPage.tsx:22 (useQuery) | src/pages/client/ClientDashboard.tsx:32 (useQuery) | src/pages/client/ClientMessagesPage.tsx:17 (useQuery) | src/pages/staff/StaffCaseDetailPage.tsx:45 (useQuery) | src/pages/staff/StaffCasesPage.tsx:28 (useQuery) | src/pages/staff/StaffDashboard.tsx:15 (useQuery) | src/pages/staff/StaffHearingsPage.tsx:45 (useQuery) | src/pages/staff/StaffTasksPage.tsx:47 (useQuery)","users","","requireAuth","no explicit tenant scope detected","communication","migrate","TBD","/api/v1 TBD","{}","observed return expressions: users .filter((u) => STAFF_ROLES.includes(u.role) && u.isActive && !u.isPending) .map((u) => ({ _id: u._id, name: u.name, role: u.role, email: u.email, }))","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","listUsers","query","convex/users.ts:214","src/pages/admin/AdminAuditPage.tsx:45 (useQuery) | src/pages/admin/AdminCMSTeam.tsx:13 (useQuery) | src/pages/admin/AdminDashboard.tsx:11 (useQuery) | src/pages/admin/AdminHRPage.tsx:24 (useQuery) | src/pages/admin/AdminUsersPage.tsx:57 (useQuery)","users","","requireRole; roles=admin","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{ role: v.optional(v.string()) }","observed return expressions: users | users.filter((u) => u.role === args.role)","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","resendInvitation","mutation","convex/users.ts:375","src/pages/admin/AdminUsersPage.tsx:60 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | database patch","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users"") }","observed return expressions: { success: true, activationToken: token, inviteExpiresAt: expires }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","revokeAllSessions","mutation","convex/users.ts:780","src/pages/admin/AdminUsersPage.tsx:64 (useMutation)","sessions","by_user","requireRole; roles=admin","no explicit tenant scope detected","audit | database delete","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users"") }","observed return expressions: { success: true, count: sessions.length }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","revokeSession","mutation","convex/users.ts:766","src/pages/shared/SharedProfilePage.tsx:22 (useMutation)","","","requireAuth","no explicit tenant scope detected","audit | database delete","migrate","TBD","/api/v1 TBD","{ sessionId: v.id(""sessions"") }","observed return expressions: void","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","saveRolePermissions","mutation","convex/users.ts:280","src/pages/admin/AdminSettingsPage.tsx:39 (useMutation)","firmSettings","by_firm_key","requireFirmId|requireRole; roles=admin","tenant/resource scope detected","audit | database patch | inserts: firmSettings","migrate","TBD","/api/v1 TBD","{ permissions: v.any() }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","sendPasswordReset","mutation","convex/users.ts:670","src/pages/admin/AdminUsersPage.tsx:61 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","audit | communication | database patch","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users"") }","observed return expressions: { success: true, token }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","setAvatarFromStorage","mutation","convex/users.ts:648","src/pages/shared/SharedProfilePage.tsx:26 (useMutation)","","","requireAuth","no explicit tenant scope detected","database patch | storage: getUrl","migrate","TBD","/api/v1 TBD","{ storageId: v.string() }","observed return expressions: { success: true, url }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","toggle2FA","mutation","convex/users.ts:868","","","","requireAuth","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ enabled: v.boolean() }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","togglePublicStatus","mutation","convex/users.ts:659","src/pages/admin/AdminCMSTeam.tsx:17 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users""), isPublicFacing: v.boolean(), }","void/no explicit return","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","updateCurrentUser","mutation","convex/users.ts:89","src/pages/auth/Callback.tsx:19 (useMutation)","firms | sessions | users","by_token | by_email | by_user","no explicit auth helper detected","tenant/resource scope detected","audit | communication | database patch | inserts: sessions|users","migrate","TBD","/api/v1 TBD","{}","observed return expressions: { id, role: ""client"" } | { id: user._id, role: user.role }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","updateOwnProfile","mutation","convex/users.ts:620","src/pages/shared/SharedProfilePage.tsx:23 (useMutation)","","","requireAuth","no explicit tenant scope detected","audit | database patch","migrate","TBD","/api/v1 TBD","{ name: v.optional(v.string()), phone: v.optional(v.string()), bio: v.optional(v.string()), avatar: v.optional(v.string()), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","updateProfile","mutation","convex/users.ts:589","src/pages/admin/AdminCMSTeam.tsx:15 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users""), name: v.optional(v.string()), role: v.optional(roleValidator), bio: v.optional(v.string()), longBio: v.optional(v.string()), avatarUrl: v.optional(v.string()), linkedinUrl: v.optional(v.string()), twitterUrl: v.optional(v.string()), publicEmail: v.optional(v.string()), barCouncilNumber: v.optional(v.string()), isPublicFacing: v.optional(v.boolean()), practiceAreas: v.optional(v.array(v.string())), notableCases: v.optional(v.array(v.string())), education: v.optional(v.array(v.object({ degree: v.string(), institution: v.string(), year: v.string(), }))), }","void/no explicit return","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"identity","users","updateUser","mutation","convex/users.ts:406","src/pages/admin/AdminUsersPage.tsx:58 (useMutation)","sessions","by_user","requireRole; roles=admin","no explicit tenant scope detected","audit | database delete | database patch","migrate","TBD","/api/v1 TBD","{ userId: v.id(""users""), name: v.optional(v.string()), email: v.optional(v.string()), phone: v.optional(v.string()), role: v.optional(roleValidator), barCouncilNumber: v.optional(v.string()), barCouncilExpiry: v.optional(v.string()), practiceAreas: v.optional(v.array(v.string())), isActive: v.optional(v.boolean()), twoFactorRequired: v.optional(v.boolean()), }","void/no explicit return","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
