"Domain","Convex module","Convex export","Kind","Source","Frontend callers","Tables","Indexes","Authorization","Tenant scope","Side effects","Decision","Next service","Next endpoint/action","Request contract","Response contract","Migration script","Tests","Status","Owner","Cutover","Rollback"
"hr","hr","generatePayroll","query","convex/hr.ts:99","src/pages/admin/AdminHRPage.tsx:27 (useQuery)","users","","requireRole; roles=admin","no explicit tenant scope detected","","migrate","TBD","/api/v1/hr/*","{}","observed return expressions: staff.map((u) => { const gross = u.baseSalary || 0; const pfEmployee = Math.round(gross * 0.1); const pfEmployer = Math.round(gross * 0.1); const ssfEmployer = Math.round(gross * 0.0333); // Simplified progressive tax on taxable (gross - pfEmployee) const taxable = Math.max(0, gross - pfEmployee); let tax = 0; if (taxable > 500000) tax += (taxable - 500000) * 0.2; else if (taxable > 200000) tax += (taxable - 200000) * 0.1; tax = Math.round(tax); const net = gross - pfEmployee - tax; return { userId: u._id, name: u.name || ""Staff"", role: u.role, gross, pf: pfEmployee, pfEmployer, ssf: ssfEmployer, tax, net, }; })","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"hr","hr","listAttendance","query","convex/hr.ts:5","src/pages/admin/AdminHRPage.tsx:25 (useQuery)","attendance","by_user | by_date","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1/hr/*","{ userId: v.optional(v.id(""users"")), date: v.optional(v.string()), }","observed return expressions: ctx.db.query(""attendance"").collect() | ctx.db.query(""attendance"").withIndex(""by_date"", (q) => q.eq(""date"", args.date!)).collect() | ctx.db.query(""attendance"").withIndex(""by_user"", (q) => q.eq(""userId"", args.userId!)).collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"hr","hr","listLeaveRequests","query","convex/hr.ts:48","src/pages/admin/AdminHRPage.tsx:26 (useQuery)","leaveRequests","by_user | by_status","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1/hr/*","{ userId: v.optional(v.id(""users"")), status: v.optional(v.union( v.literal(""pending""), v.literal(""approved""), v.literal(""rejected""), )), }","observed return expressions: ctx.db.query(""leaveRequests"").collect() | ctx.db.query(""leaveRequests"").withIndex(""by_status"", (q) => q.eq(""status"", args.status!)).collect() | ctx.db.query(""leaveRequests"").withIndex(""by_user"", (q) => q.eq(""userId"", args.userId!)).collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"hr","hr","reviewLeaveRequest","mutation","convex/hr.ts:84","src/pages/admin/AdminHRPage.tsx:29 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1/hr/*","{ leaveRequestId: v.id(""leaveRequests""), status: v.union(v.literal(""approved""), v.literal(""rejected"")), }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"hr","hr","setBaseSalary","mutation","convex/hr.ts:135","src/pages/admin/AdminHRPage.tsx:31 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1/hr/*","{ userId: v.id(""users""), baseSalary: v.number(), }","observed return expressions: { success: true }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"hr","hr","upsertAttendance","mutation","convex/hr.ts:23","src/pages/admin/AdminHRPage.tsx:30 (useMutation)","attendance","by_user","requireRole; roles=admin","no explicit tenant scope detected","database patch | inserts: attendance","migrate","TBD","/api/v1/hr/*","{ userId: v.id(""users""), date: v.string(), clockIn: v.optional(v.string()), clockOut: v.optional(v.string()), status: v.union( v.literal(""present""), v.literal(""absent""), v.literal(""half_day""), v.literal(""leave""), ), }","observed return expressions: ctx.db.insert(""attendance"", args) | existing._id","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","addLineItem","mutation","convex/invoices.ts:79","","invoiceLineItems","","requireRole; roles=admin","no explicit tenant scope detected","inserts: invoiceLineItems","migrate","FinancialService","/api/v1/financial/*","{ invoiceId: v.id(""invoices""), description: v.string(), quantity: v.number(), unitPrice: v.number(), amount: v.number(), type: v.union(v.literal(""time""), v.literal(""fixed""), v.literal(""expense"")), }","observed return expressions: ctx.db.insert(""invoiceLineItems"", args)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","createInvoice","mutation","convex/invoices.ts:36","","invoices","","requireRole; roles=admin","no explicit tenant scope detected","inserts: invoices","migrate","FinancialService","/api/v1/financial/*","{ invoiceNumber: v.string(), caseId: v.id(""cases""), clientId: v.id(""clients""), subtotal: v.number(), vatAmount: v.number(), total: v.number(), issuedDate: v.string(), dueDate: v.string(), notes: v.optional(v.string()), }","observed return expressions: ctx.db.insert(""invoices"", { ...args, status: ""draft"" })","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","createInvoiceFromTimeEntries","mutation","convex/invoices.ts:122","src/pages/admin/AdminFinancePage.tsx:28 (useMutation)","invoiceLineItems | invoices | timeEntries","by_case","requireRole; roles=admin","no explicit tenant scope detected","database patch | inserts: invoiceLineItems|invoices","migrate","FinancialService","/api/v1/financial/*","{ caseId: v.id(""cases""), clientId: v.id(""clients""), dueDate: v.string(), notes: v.optional(v.string()), timeEntryIds: v.optional(v.array(v.id(""timeEntries""))), }","observed return expressions: invoiceId","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","createTrustTransaction","mutation","convex/invoices.ts:106","src/pages/admin/AdminFinancePage.tsx:30 (useMutation)","trustTransactions","","requireRole; roles=admin","no explicit tenant scope detected","inserts: trustTransactions","migrate","FinancialService","/api/v1/financial/*","{ clientId: v.id(""clients""), caseId: v.optional(v.id(""cases"")), type: v.union(v.literal(""receipt""), v.literal(""disbursement"")), amount: v.number(), description: v.string(), date: v.string(), balance: v.number(), }","observed return expressions: ctx.db.insert(""trustTransactions"", { ...args, approvedBy: user._id })","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","getInvoice","query","convex/invoices.ts:27","","","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","FinancialService","/api/v1/financial/*","{ invoiceId: v.id(""invoices"") }","observed return expressions: ctx.db.get(args.invoiceId)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","initiateGatewayPayment","mutation","convex/invoices.ts:226","src/pages/client/ClientBillingPage.tsx:30 (useMutation)","payments","","no explicit auth helper detected","no explicit tenant scope detected","inserts: payments","migrate","FinancialService","/api/v1/financial/*","{ invoiceId: v.id(""invoices""), gateway: v.union(v.literal(""esewa""), v.literal(""khalti""), v.literal(""connectips"")), }","observed return expressions: { paymentId, gateway: args.gateway, amount: invoice.total, invoiceNumber: invoice.invoiceNumber, // Client should complete via gateway then call payInvoice with reference nextStep: ""redirect_or_confirm"", }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","listInvoices","query","convex/invoices.ts:5","src/pages/admin/AdminDashboard.tsx:12 (useQuery) | src/pages/admin/AdminFinancePage.tsx:22 (useQuery) | src/pages/client/ClientBillingPage.tsx:24 (useQuery) | src/pages/client/ClientDashboard.tsx:28 (useQuery)","invoices","by_case | by_client","no explicit auth helper detected","no explicit tenant scope detected","","migrate","FinancialService","/api/v1/financial/*","{ caseId: v.optional(v.id(""cases"")), clientId: v.optional(v.id(""clients"")), status: v.optional(v.union( v.literal(""draft""), v.literal(""sent""), v.literal(""paid""), v.literal(""overdue""), v.literal(""cancelled""), )), }","observed return expressions: ctx.db.query(""invoices"").collect() | ctx.db.query(""invoices"").withIndex(""by_case"", (q) => q.eq(""caseId"", args.caseId!)).collect() | ctx.db.query(""invoices"").withIndex(""by_client"", (q) => q.eq(""clientId"", args.clientId!)).collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","listLineItems","query","convex/invoices.ts:70","","invoiceLineItems","by_invoice","no explicit auth helper detected","no explicit tenant scope detected","","migrate","FinancialService","/api/v1/financial/*","{ invoiceId: v.id(""invoices"") }","observed return expressions: ctx.db.query(""invoiceLineItems"").withIndex(""by_invoice"", (q) => q.eq(""invoiceId"", args.invoiceId)).collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","listTrustTransactions","query","convex/invoices.ts:94","src/pages/admin/AdminFinancePage.tsx:23 (useQuery) | src/pages/client/ClientBillingPage.tsx:25 (useQuery)","trustTransactions","by_client","no explicit auth helper detected","no explicit tenant scope detected","","migrate","FinancialService","/api/v1/financial/*","{ clientId: v.optional(v.id(""clients"")) }","observed return expressions: ctx.db.query(""trustTransactions"").collect() | ctx.db.query(""trustTransactions"").withIndex(""by_client"", (q) => q.eq(""clientId"", args.clientId!)).collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","payInvoice","mutation","convex/invoices.ts:179","src/pages/client/ClientBillingPage.tsx:29 (useMutation)","notifications | payments","","no explicit auth helper detected","no explicit tenant scope detected","database patch | inserts: notifications|payments | notification","migrate","FinancialService","/api/v1/financial/*","{ invoiceId: v.id(""invoices""), gateway: v.optional(v.union( v.literal(""esewa""), v.literal(""khalti""), v.literal(""connectips""), v.literal(""bank_transfer""), v.literal(""cash""), )), referenceNumber: v.optional(v.string()), amount: v.optional(v.number()), }","observed return expressions: { success: true, paymentId }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"finance","invoices","updateInvoiceStatus","mutation","convex/invoices.ts:54","src/pages/admin/AdminFinancePage.tsx:29 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","FinancialService","/api/v1/financial/*","{ invoiceId: v.id(""invoices""), status: v.union( v.literal(""draft""), v.literal(""sent""), v.literal(""paid""), v.literal(""overdue""), v.literal(""cancelled""), ), paidDate: v.optional(v.string()), }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"crm","leads","convertToClient","mutation","convex/leads.ts:112","src/pages/admin/AdminCRMPage.tsx:42 (useMutation)","clients","","requireRole; roles=admin","no explicit tenant scope detected","communication | database patch | inserts: clients","migrate","CrmService","/api/v1/leads/*","{ leadId: v.id(""leads""), type: v.union(v.literal(""individual""), v.literal(""corporate"")), companyName: v.optional(v.string()), }","observed return expressions: { clientId }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"crm","leads","createLead","mutation","convex/leads.ts:22","src/pages/public/ContactPage.tsx:38 (useMutation) | src/pages/public/ResourcesPage.tsx:13 (useMutation)","leads","","no explicit auth helper detected","no explicit tenant scope detected","inserts: leads","migrate","CrmService","/api/v1/leads/*","{ fullName: v.string(), email: v.optional(v.string()), phone: v.optional(v.string()), practiceAreaInterest: v.optional(v.string()), message: v.optional(v.string()), source: v.union( v.literal(""website""), v.literal(""referral""), v.literal(""walk_in""), v.literal(""phone""), v.literal(""social""), v.literal(""newsletter""), ), }","observed return expressions: ctx.db.insert(""leads"", { ...args, status: ""new"" })","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"crm","leads","generateIntakeLink","mutation","convex/leads.ts:40","src/pages/admin/AdminCRMPage.tsx:43 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","CrmService","/api/v1/leads/*","{ leadId: v.id(""leads"") }","observed return expressions: { token, url: `/intake/${token}` }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"crm","leads","getIntakeByToken","query","convex/leads.ts:50","src/pages/public/IntakeFormPage.tsx:15 (useQuery)","leads","by_intake_token","no explicit auth helper detected","no explicit tenant scope detected","communication","migrate","CrmService","/api/v1/leads/*","{ token: v.string() }","observed return expressions: null | { _id: lead._id, fullName: lead.fullName, email: lead.email, phone: lead.phone, practiceAreaInterest: lead.practiceAreaInterest, intakeSubmitted: lead.intakeSubmitted ?? false, }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"crm","leads","listLeads","query","convex/leads.ts:140","src/pages/admin/AdminCRMPage.tsx:39 (useQuery)","leads","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","CrmService","/api/v1/leads/*","{ status: v.optional(v.string()) }","observed return expressions: ctx.db.query(""leads"").collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"crm","leads","submitIntake","mutation","convex/leads.ts:69","src/pages/public/IntakeFormPage.tsx:16 (useMutation)","leads","by_intake_token","no explicit auth helper detected","no explicit tenant scope detected","communication | database patch","migrate","CrmService","/api/v1/leads/*","{ token: v.string(), fullName: v.string(), phone: v.string(), email: v.optional(v.string()), address: v.optional(v.string()), citizenshipNo: v.optional(v.string()), practiceArea: v.optional(v.string()), caseDescription: v.optional(v.string()), documentStorageIds: v.optional(v.array(v.string())), }","observed return expressions: { success: true, leadId: lead._id }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"crm","leads","updateLead","mutation","convex/leads.ts:5","src/pages/admin/AdminCRMPage.tsx:41 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","CrmService","/api/v1/leads/*","{ leadId: v.id(""leads""), status: v.optional(v.union( v.literal(""new""), v.literal(""contacted""), v.literal(""consultation_scheduled""), v.literal(""converted""), v.literal(""lost""), )), assignedTo: v.optional(v.id(""users"")), notes: v.optional(v.string()), }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","messages","listMessages","query","convex/messages.ts:6","src/components/ui/CommandCenter.tsx:52 (useQuery) | src/pages/client/ClientDashboard.tsx:50 (useQuery) | src/pages/client/ClientMessagesPage.tsx:23 (useQuery)","messages | users","by_token | by_case","no explicit auth helper detected","no explicit tenant scope detected","","migrate","CommunicationService","/api/v1/messages/*","{ caseId: v.id(""cases""), isInternal: v.optional(v.boolean()), paginationOpts: paginationOptsValidator, }","observed return expressions: result | { ...result, page: result.page.filter((msg) => !msg.isInternal), }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","messages","markMessagesRead","mutation","convex/messages.ts:99","src/components/ui/CommandCenter.tsx:58 (useMutation) | src/pages/client/ClientMessagesPage.tsx:30 (useMutation)","messages","by_case","requireAuth","no explicit tenant scope detected","database patch","migrate","CommunicationService","/api/v1/messages/*","{ caseId: v.id(""cases"") }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","messages","sendMessage","mutation","convex/messages.ts:40","src/components/ui/CommandCenter.tsx:57 (useMutation) | src/pages/client/ClientMessagesPage.tsx:29 (useMutation)","messages | notifications","","requireAuth","no explicit tenant scope detected","inserts: messages|notifications | notification","migrate","CommunicationService","/api/v1/messages/*","{ caseId: v.id(""cases""), content: v.string(), isInternal: v.boolean(), attachmentIds: v.array(v.string()), }","observed return expressions: msgId","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","notifications","createNotification","mutation","convex/notifications.ts:52","","notifications","","requireAuth","no explicit tenant scope detected","inserts: notifications | notification","migrate","CommunicationService","/api/v1/notifications/*","{ userId: v.id(""users""), title: v.string(), body: v.string(), type: v.union( v.literal(""hearing_reminder""), v.literal(""task_due""), v.literal(""invoice_sent""), v.literal(""payment_received""), v.literal(""document_request""), v.literal(""message""), v.literal(""system""), ), relatedId: v.optional(v.string()), link: v.optional(v.string()), }","observed return expressions: ctx.db.insert(""notifications"", { ...args, isRead: false })","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","notifications","listNotifications","query","convex/notifications.ts:5","src/components/ui/notification-bell.tsx:23 (useQuery)","notifications | users","by_token | by_user","no explicit auth helper detected","no explicit tenant scope detected","notification","migrate","CommunicationService","/api/v1/notifications/*","{}","observed return expressions: [] | ctx.db .query(""notifications"") .withIndex(""by_user"", (q) => q.eq(""userId"", user._id)) .order(""desc"") .take(50)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","notifications","markAllRead","mutation","convex/notifications.ts:31","src/components/ui/notification-bell.tsx:25 (useMutation)","notifications | users","by_token | by_user","no explicit auth helper detected","no explicit tenant scope detected","database patch | notification","migrate","CommunicationService","/api/v1/notifications/*","{}","observed return expressions: void","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"communications","notifications","markRead","mutation","convex/notifications.ts:23","src/components/ui/notification-bell.tsx:24 (useMutation)","","","requireAuth","no explicit tenant scope detected","database patch | notification","migrate","CommunicationService","/api/v1/notifications/*","{ notificationId: v.id(""notifications"") }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","research","createNote","mutation","convex/research.ts:19","src/pages/staff/StaffResearchPage.tsx:47 (useMutation)","researchNotes","","requireRole; roles=admin","no explicit tenant scope detected","inserts: researchNotes","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ title: v.string(), category, tags: v.array(v.string()), content: v.string(), }","observed return expressions: ctx.db.insert(""researchNotes"", { ...args, authorId: user._id, })","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","research","deleteNote","mutation","convex/research.ts:51","src/pages/staff/StaffResearchPage.tsx:49 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database delete","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ id: v.id(""researchNotes"") }","observed return expressions: { success: true }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","research","listNotes","query","convex/research.ts:10","src/pages/staff/StaffCaseDetailPage.tsx:70 (useQuery) | src/pages/staff/StaffResearchPage.tsx:44 (useQuery)","researchNotes","","requireAuth","no explicit tenant scope detected","","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{}","observed return expressions: rows.sort((a, b) => b._creationTime - a._creationTime)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"knowledge","research","updateNote","mutation","convex/research.ts:35","src/pages/staff/StaffResearchPage.tsx:48 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","database patch","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ id: v.id(""researchNotes""), title: v.optional(v.string()), category: v.optional(category), tags: v.optional(v.array(v.string())), content: v.optional(v.string()), }","observed return expressions: { success: true }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"administration","seed","seedDefaultFirm","mutation","convex/seed.ts:5","","cmsSettings | firms | legalPages | navigation | practiceAreas | sopTemplates","by_key | by_slug | by_slug","requireRole; roles=admin","tenant/resource scope detected","communication | inserts: cmsSettings|firms|legalPages|navigation|practiceAreas|sopTemplates","migrate","TBD","/api/v1 TBD","{}","observed return expressions: { success: true, firmId: firm._id }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"administration","settings","getSystemSettings","query","convex/settings.ts:31","src/pages/admin/AdminSettingsPage.tsx:36 (useQuery) | src/pages/client/ClientBillingPage.tsx:27 (useQuery)","firmSettings","","no explicit auth helper detected","no explicit tenant scope detected","","migrate","TBD","/api/v1 TBD","{}","observed return expressions: DEFAULTS | { ...DEFAULTS, ...map, integrations: { ...DEFAULTS.integrations, ...(map.integrations || {}), }, }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"administration","settings","updateSystemSettings","mutation","convex/settings.ts:49","src/pages/admin/AdminSettingsPage.tsx:37 (useMutation)","firmSettings","by_key","requireRole; roles=admin","no explicit tenant scope detected","database patch | inserts: firmSettings","migrate","TBD","/api/v1 TBD","{ defaultHourlyRate: v.optional(v.string()), vatRate: v.optional(v.string()), invoicePaymentTerms: v.optional(v.string()), defaultLanguage: v.optional(v.string()), clientPortalEnabled: v.optional(v.boolean()), onlineBookingEnabled: v.optional(v.boolean()), integrations: v.optional(v.any()), }","observed return expressions: { success: true }","TBD","TBD","inventoried","TBD","TBD","restore Convex authority per rollback-runbook.md"
"documents","tags","createTag","mutation","convex/tags.ts:13","src/components/documents/TagManagementModal.tsx:13 (useMutation)","documentTags","by_firm_name","requireFirmId|requirePermission; capabilities=documents.upload","tenant/resource scope detected","inserts: documentTags","migrate","DocumentService","/api/v1/documents/*","{ name: v.string(), color: v.optional(v.string()) }","observed return expressions: await ctx.db.insert(""documentTags"", { name: args.name, color: args.color || ""#e5e7eb"", // default gray firmId, }) | existing._id","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"documents","tags","deleteTag","mutation","convex/tags.ts:34","src/components/documents/TagManagementModal.tsx:14 (useMutation)","","","requireFirmId|requirePermission; capabilities=documents.delete","tenant/resource scope detected","database delete","migrate","DocumentService","/api/v1/documents/*","{ tagId: v.id(""documentTags"") }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"documents","tags","listTags","query","convex/tags.ts:5","src/components/documents/TagManagementModal.tsx:12 (useQuery)","documentTags","by_firm","requireFirmId|requirePermission; capabilities=documents.read","tenant/resource scope detected","","migrate","DocumentService","/api/v1/documents/*","{}","observed return expressions: await ctx.db.query(""documentTags"").withIndex(""by_firm"", (q) => q.eq(""firmId"", firmId)).collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","addComment","mutation","convex/tasks.ts:526","src/pages/staff/StaffTasksPage.tsx:56 (useMutation)","taskComments","","requireRole; roles=admin","no explicit tenant scope detected","audit | inserts: taskComments","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ taskId: v.id(""tasks""), content: v.string(), }","observed return expressions: id","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","archiveTask","mutation","convex/tasks.ts:352","src/pages/staff/StaffTasksPage.tsx:53 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","audit | database patch","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ taskId: v.id(""tasks"") }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","createHearingPrepTasks","mutation","convex/tasks.ts:461","src/pages/staff/StaffHearingsPage.tsx:51 (useMutation)","tasks","by_hearing","requireRole; roles=admin","tenant/resource scope detected","audit | inserts: tasks | notification","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ hearingId: v.id(""hearings""), assignedTo: v.optional(v.id(""users"")), }","observed return expressions: { created, skipped }","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","createTask","mutation","convex/tasks.ts:240","src/pages/staff/StaffCaseDetailPage.tsx:53 (useMutation) | src/pages/staff/StaffTasksPage.tsx:51 (useMutation)","tasks","","requireRole; roles=admin","tenant/resource scope detected","audit | inserts: tasks | notification","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ title: v.string(), description: v.optional(v.string()), caseId: v.optional(v.id(""cases"")), assignedTo: v.id(""users""), priority: taskPriority, category: v.optional(taskCategory), dueDate: v.optional(v.string()), dueDateBs: v.optional(v.string()), hearingId: v.optional(v.id(""hearings"")), documentId: v.optional(v.id(""documents"")), parentTaskId: v.optional(v.id(""tasks"")), watchers: v.optional(v.array(v.id(""users""))), clientVisible: v.optional(v.boolean()), isRecurring: v.optional(v.boolean()), recurrenceRule: v.optional(recurrenceRule), reminderAt: v.optional(v.string()), }","observed return expressions: taskId","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","deleteTask","mutation","convex/tasks.ts:373","src/pages/staff/StaffTasksPage.tsx:55 (useMutation)","taskComments | tasks","by_task | by_parent","requireRole; roles=admin","no explicit tenant scope detected","audit | database delete","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ taskId: v.id(""tasks"") }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","listComments","query","convex/tasks.ts:515","src/pages/staff/StaffTasksPage.tsx:135 (useQuery)","taskComments","by_task","requireAuth","no explicit tenant scope detected","","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ taskId: v.id(""tasks"") }","observed return expressions: ctx.db .query(""taskComments"") .withIndex(""by_task"", (q) => q.eq(""taskId"", args.taskId)) .collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","listSopTemplates","query","convex/tasks.ts:392","src/pages/staff/StaffCaseDetailPage.tsx:56 (useQuery)","sopTemplates","by_practice","requireAuth","no explicit tenant scope detected","","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ practiceArea: v.optional(v.string()) }","observed return expressions: ctx.db .query(""sopTemplates"") .withIndex(""by_practice"", (q) => q.eq(""practiceArea"", args.practiceArea!)) .collect() | ctx.db.query(""sopTemplates"").collect()","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","listTasks","query","convex/tasks.ts:117","src/client/queries/tasks.ts:20 (direct reference) | src/pages/client/ClientChecklistPage.tsx:23 (useQuery) | src/pages/staff/StaffCaseDetailPage.tsx:50 (useQuery) | src/pages/staff/StaffDashboard.tsx:13 (useQuery) | src/pages/staff/StaffHearingsPage.tsx:53 (useQuery) | src/pages/staff/StaffTasksPage.tsx:173 (useQuery)","cases | clients | tasks","by_user | by_client | by_parent | by_hearing | by_case | by_assignee | by_status","requireAuth","tenant/resource scope detected","","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ caseId: v.optional(v.id(""cases"")), assignedTo: v.optional(v.id(""users"")), status: v.optional(taskStatus), hearingId: v.optional(v.id(""hearings"")), parentTaskId: v.optional(v.id(""tasks"")), includeArchived: v.optional(v.boolean()), includeSubtasks: v.optional(v.boolean()), }","observed return expressions: [] | all.filter( (t) => !!t.clientVisible && !!t.caseId && caseIds.has(t.caseId) && !t.archivedAt && !t.parentTaskId, ) | tasks","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","listWorkload","query","convex/tasks.ts:203","src/pages/staff/StaffDashboard.tsx:14 (useQuery) | src/pages/staff/StaffTasksPage.tsx:45 (useQuery)","tasks","","requireRole; roles=admin","tenant/resource scope detected","","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{}","observed return expressions: Object.values(byAssignee).sort((a, b) => b.total - a.total)","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
"work-management","tasks","restoreTask","mutation","convex/tasks.ts:363","src/pages/staff/StaffTasksPage.tsx:54 (useMutation)","","","requireRole; roles=admin","no explicit tenant scope detected","audit | database patch","migrate","TBD","/api/v1/tasks|/api/v1/hearings|/api/v1/research|/api/v1/sop-templates","{ taskId: v.id(""tasks"") }","void/no explicit return","TBD","TBD","frontend_switched","TBD","TBD","restore Convex authority per rollback-runbook.md"
