Table,Index,Unique,Columns/expression,Documented query pattern,Migration
messages,messages_legacy_convex_id_unique,yes,legacy_convex_id,Enforce messages business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
navigation,navigation_firm_id_id_unique,yes,"firm_id, id",Enforce navigation business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
navigation,navigation_firm_location_sibling_order_unique,yes,"firm_id,location,parent_scope,display_order",Enforce navigation business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
navigation,navigation_firm_parent_idx,no,"firm_id,parent_id",Firm-scoped navigation hierarchy traversal,drizzle/0000_initial_mysql_schema.sql
navigation,navigation_legacy_convex_id_unique,yes,legacy_convex_id,Enforce navigation business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
news_and_awards,news_and_awards_firm_date_idx,no,"firm_id,publication_date",Firm-scoped news_and_awards chronological or reminder query,drizzle/0000_initial_mysql_schema.sql
news_and_awards,news_and_awards_firm_id_id_unique,yes,"firm_id, id",Enforce news_and_awards business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
news_and_awards,news_and_awards_firm_slug_unique,yes,"firm_id,slug",Enforce news_and_awards business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
news_and_awards,news_and_awards_firm_status_idx,no,"firm_id,status",Firm-scoped news_and_awards status queue or filter,drizzle/0000_initial_mysql_schema.sql
news_and_awards,news_and_awards_firm_type_idx,no,"firm_id,type",Firm-scoped news_and_awards classification filter,drizzle/0000_initial_mysql_schema.sql
news_and_awards,news_and_awards_legacy_convex_id_unique,yes,legacy_convex_id,Enforce news_and_awards business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
newsletter_subscribers,newsletter_subscribers_firm_email_unique,yes,"firm_id,email",Enforce newsletter_subscribers business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
newsletter_subscribers,newsletter_subscribers_firm_id_id_unique,yes,"firm_id, id",Enforce newsletter_subscribers business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
newsletter_subscribers,newsletter_subscribers_legacy_convex_id_unique,yes,legacy_convex_id,Enforce newsletter_subscribers business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
notifications,notifications_firm_created_idx,no,"firm_id,created_at",Firm-scoped notifications chronological or reminder query,drizzle/0000_initial_mysql_schema.sql
notifications,notifications_firm_id_id_unique,yes,"firm_id, id",Enforce notifications business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
notifications,notifications_firm_user_read_idx,no,"firm_id,user_id,is_read",Firm-scoped notifications lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
notifications,notifications_legacy_convex_id_unique,yes,legacy_convex_id,Enforce notifications business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
payroll_run_lines,payroll_run_lines_firm_id_id_unique,yes,"firm_id, id",Enforce payroll_run_lines business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
payroll_run_lines,payroll_run_lines_firm_run_idx,no,"firm_id,run_id",Documented operational lookup for payroll_run_lines,drizzle/0000_initial_mysql_schema.sql
payroll_run_lines,payroll_run_lines_firm_user_idx,no,"firm_id,user_id",Firm-scoped payroll_run_lines lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
payroll_run_lines,payroll_run_lines_legacy_convex_id_unique,yes,legacy_convex_id,Enforce payroll_run_lines business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
payroll_run_lines,payroll_run_lines_run_user_unique,yes,"run_id,user_id",Enforce payroll_run_lines business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
payroll_runs,payroll_runs_firm_id_id_unique,yes,"firm_id, id",Enforce payroll_runs business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
payroll_runs,payroll_runs_firm_period_idx,no,"firm_id,period_start,period_end",Documented operational lookup for payroll_runs,drizzle/0000_initial_mysql_schema.sql
payroll_runs,payroll_runs_firm_status_idx,no,"firm_id,status",Firm-scoped payroll_runs status queue or filter,drizzle/0000_initial_mysql_schema.sql
payroll_runs,payroll_runs_legacy_convex_id_unique,yes,legacy_convex_id,Enforce payroll_runs business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
practice_areas,practice_areas_firm_active_order_idx,no,"firm_id,is_active,display_order",Firm-scoped practice_areas status queue or filter,drizzle/0000_initial_mysql_schema.sql
practice_areas,practice_areas_firm_id_id_unique,yes,"firm_id, id",Enforce practice_areas business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
practice_areas,practice_areas_firm_slug_unique,yes,"firm_id,slug",Enforce practice_areas business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
practice_areas,practice_areas_legacy_convex_id_unique,yes,legacy_convex_id,Enforce practice_areas business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
research_note_tags,research_note_tags_firm_id_id_unique,yes,"firm_id, id",Enforce research_note_tags business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
research_note_tags,research_note_tags_firm_tag_idx,no,"firm_id,tag",Documented operational lookup for research_note_tags,drizzle/0000_initial_mysql_schema.sql
research_note_tags,research_note_tags_legacy_convex_id_unique,yes,legacy_convex_id,Enforce research_note_tags business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
research_note_tags,research_note_tags_unique,yes,"firm_id,research_note_id,tag",Enforce research_note_tags business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
research_notes,research_notes_firm_author_idx,no,"firm_id,author_id",Firm-scoped research_notes lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
research_notes,research_notes_firm_case_idx,no,"firm_id,case_id",Firm-scoped research_notes lookup by case,drizzle/0000_initial_mysql_schema.sql
research_notes,research_notes_firm_category_idx,no,"firm_id,category",Firm-scoped research_notes classification filter,drizzle/0000_initial_mysql_schema.sql
research_notes,research_notes_firm_id_id_unique,yes,"firm_id, id",Enforce research_notes business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
research_notes,research_notes_legacy_convex_id_unique,yes,legacy_convex_id,Enforce research_notes business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
resources,resources_firm_category_idx,no,"firm_id,category",Firm-scoped resources classification filter,drizzle/0000_initial_mysql_schema.sql
resources,resources_firm_id_id_unique,yes,"firm_id, id",Enforce resources business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
resources,resources_firm_slug_unique,yes,"firm_id,slug",Enforce resources business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
resources,resources_firm_status_idx,no,"firm_id,status",Firm-scoped resources status queue or filter,drizzle/0000_initial_mysql_schema.sql
resources,resources_legacy_convex_id_unique,yes,legacy_convex_id,Enforce resources business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
sessions,sessions_expiry_idx,no,expires_at,Firm-scoped sessions chronological or reminder query,drizzle/0000_initial_mysql_schema.sql
sessions,sessions_firm_id_id_unique,yes,"firm_id, id",Enforce sessions business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
sessions,sessions_firm_user_active_idx,no,"firm_id,user_id,last_active",Firm-scoped sessions lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
sessions,sessions_legacy_convex_id_unique,yes,legacy_convex_id,Enforce sessions business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
sessions,sessions_token_hash_unique,yes,token_hash,Enforce sessions business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
signature_envelopes,signature_envelopes_firm_case_idx,no,"firm_id,case_id",Firm-scoped signature_envelopes lookup by case,drizzle/0000_initial_mysql_schema.sql
signature_envelopes,signature_envelopes_firm_document_idx,no,"firm_id,document_id",Firm-scoped signature_envelopes lookup by document,drizzle/0000_initial_mysql_schema.sql
signature_envelopes,signature_envelopes_firm_id_id_unique,yes,"firm_id, id",Enforce signature_envelopes business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
signature_envelopes,signature_envelopes_firm_status_idx,no,"firm_id,status",Firm-scoped signature_envelopes status queue or filter,drizzle/0000_initial_mysql_schema.sql
signature_envelopes,signature_envelopes_legacy_convex_id_unique,yes,legacy_convex_id,Enforce signature_envelopes business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
signature_recipients,signature_recipients_envelope_order_unique,yes,"firm_id,envelope_id,routing_order",Enforce signature_recipients business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
signature_recipients,signature_recipients_envelope_user_unique,yes,"firm_id,envelope_id,user_id",Enforce signature_recipients business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
signature_recipients,signature_recipients_firm_id_id_unique,yes,"firm_id, id",Enforce signature_recipients business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
signature_recipients,signature_recipients_legacy_convex_id_unique,yes,legacy_convex_id,Enforce signature_recipients business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
signature_recipients,signature_recipients_user_status_idx,no,"firm_id,user_id,status",Firm-scoped signature_recipients lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
signing_challenges,signing_challenges_expiry_idx,no,"firm_id,expires_at",Firm-scoped signing_challenges chronological or reminder query,drizzle/0000_initial_mysql_schema.sql
signing_challenges,signing_challenges_firm_id_id_unique,yes,"firm_id, id",Enforce signing_challenges business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
signing_challenges,signing_challenges_legacy_convex_id_unique,yes,legacy_convex_id,Enforce signing_challenges business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
signing_challenges,signing_challenges_user_document_idx,no,"firm_id,user_id,document_id",Firm-scoped signing_challenges lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
sop_template_tasks,sop_template_tasks_firm_id_id_unique,yes,"firm_id, id",Enforce sop_template_tasks business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
sop_template_tasks,sop_template_tasks_legacy_convex_id_unique,yes,legacy_convex_id,Enforce sop_template_tasks business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
sop_template_tasks,sop_template_tasks_position_unique,yes,"firm_id,sop_template_id,position",Enforce sop_template_tasks business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
sop_templates,sop_templates_firm_id_id_unique,yes,"firm_id, id",Enforce sop_templates business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
sop_templates,sop_templates_firm_key_unique,yes,"firm_id,key",Enforce sop_templates business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
sop_templates,sop_templates_firm_practice_idx,no,"firm_id,practice_area",Firm-scoped sop_templates classification filter,drizzle/0000_initial_mysql_schema.sql
sop_templates,sop_templates_legacy_convex_id_unique,yes,legacy_convex_id,Enforce sop_templates business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
storage_migration_items,storage_migration_items_destination_unique,yes,destination_key,Enforce storage_migration_items business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
storage_migration_items,storage_migration_items_firm_id_id_unique,yes,"firm_id, id",Enforce storage_migration_items business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
storage_migration_items,storage_migration_items_firm_status_idx,no,"firm_id,status",Firm-scoped storage_migration_items status queue or filter,drizzle/0000_initial_mysql_schema.sql
storage_migration_items,storage_migration_items_legacy_convex_id_unique,yes,legacy_convex_id,Enforce storage_migration_items business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
storage_migration_items,storage_migration_items_legacy_unique,yes,"firm_id,legacy_storage_id",Enforce storage_migration_items business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
task_comments,task_comments_firm_id_id_unique,yes,"firm_id, id",Enforce task_comments business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
task_comments,task_comments_firm_task_idx,no,"firm_id,task_id,created_at",Documented operational lookup for task_comments,drizzle/0000_initial_mysql_schema.sql
task_comments,task_comments_legacy_convex_id_unique,yes,legacy_convex_id,Enforce task_comments business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
task_watchers,task_watchers_firm_id_id_unique,yes,"firm_id, id",Enforce task_watchers business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
task_watchers,task_watchers_legacy_convex_id_unique,yes,legacy_convex_id,Enforce task_watchers business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
task_watchers,task_watchers_unique,yes,"firm_id,task_id,user_id",Enforce task_watchers business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
task_watchers,task_watchers_user_idx,no,"firm_id,user_id",Firm-scoped task_watchers lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
tasks,tasks_firm_assignee_idx,no,"firm_id,assigned_to",Firm-scoped tasks lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
tasks,tasks_firm_case_idx,no,"firm_id,case_id",Firm-scoped tasks lookup by case,drizzle/0000_initial_mysql_schema.sql
tasks,tasks_firm_due_idx,no,"firm_id,due_date",Firm-scoped tasks chronological or reminder query,drizzle/0000_initial_mysql_schema.sql
tasks,tasks_firm_hearing_idx,no,"firm_id,hearing_id",Documented operational lookup for tasks,drizzle/0000_initial_mysql_schema.sql
tasks,tasks_firm_id_id_unique,yes,"firm_id, id",Enforce tasks business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
tasks,tasks_firm_parent_idx,no,"firm_id,parent_task_id",Firm-scoped tasks hierarchy traversal,drizzle/0000_initial_mysql_schema.sql
tasks,tasks_firm_status_idx,no,"firm_id,status",Firm-scoped tasks status queue or filter,drizzle/0000_initial_mysql_schema.sql
tasks,tasks_legacy_convex_id_unique,yes,legacy_convex_id,Enforce tasks business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
template_variables,template_variables_firm_id_id_unique,yes,"firm_id, id",Enforce template_variables business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
template_variables,template_variables_legacy_convex_id_unique,yes,legacy_convex_id,Enforce template_variables business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
template_variables,template_variables_position_unique,yes,"firm_id,template_id,position",Enforce template_variables business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
template_variables,template_variables_unique,yes,"firm_id,template_id,variable",Enforce template_variables business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
templates,templates_firm_category_idx,no,"firm_id,category",Firm-scoped templates classification filter,drizzle/0000_initial_mysql_schema.sql
templates,templates_firm_id_id_unique,yes,"firm_id, id",Enforce templates business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
templates,templates_firm_title_unique,yes,"firm_id,title",Enforce templates business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
templates,templates_legacy_convex_id_unique,yes,legacy_convex_id,Enforce templates business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
testimonials,testimonials_firm_approved_idx,no,"firm_id,is_approved",Firm-scoped testimonials status queue or filter,drizzle/0000_initial_mysql_schema.sql
testimonials,testimonials_firm_approved_order_idx,no,"firm_id,is_approved,display_order",Firm-scoped testimonials status queue or filter,drizzle/0000_initial_mysql_schema.sql
testimonials,testimonials_firm_id_id_unique,yes,"firm_id, id",Enforce testimonials business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
testimonials,testimonials_legacy_convex_id_unique,yes,legacy_convex_id,Enforce testimonials business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
user_educations,user_educations_firm_id_id_unique,yes,"firm_id, id",Enforce user_educations business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
user_educations,user_educations_legacy_convex_id_unique,yes,legacy_convex_id,Enforce user_educations business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
user_educations,user_educations_position_unique,yes,"firm_id,user_id,position",Enforce user_educations business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
user_notable_cases,user_notable_cases_firm_id_id_unique,yes,"firm_id, id",Enforce user_notable_cases business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
user_notable_cases,user_notable_cases_legacy_convex_id_unique,yes,legacy_convex_id,Enforce user_notable_cases business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
user_notable_cases,user_notable_cases_position_unique,yes,"firm_id,user_id,position",Enforce user_notable_cases business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
user_practice_areas,user_practice_areas_firm_id_id_unique,yes,"firm_id, id",Enforce user_practice_areas business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
user_practice_areas,user_practice_areas_legacy_convex_id_unique,yes,legacy_convex_id,Enforce user_practice_areas business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
user_practice_areas,user_practice_areas_unique,yes,"firm_id,user_id,practice_area",Enforce user_practice_areas business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
users,users_activation_token_unique,yes,activation_token,Enforce users business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
users,users_firm_email_unique,yes,"firm_id,email",Enforce users business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
users,users_firm_id_id_unique,yes,"firm_id, id",Enforce users business or tenant uniqueness,drizzle/0001_mysql_integrity.sql
users,users_firm_role_idx,no,"firm_id,role",Firm-scoped users lookup by responsible user,drizzle/0000_initial_mysql_schema.sql
users,users_legacy_convex_id_unique,yes,legacy_convex_id,Enforce users business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
users,users_token_identifier_unique,yes,token_identifier,Enforce users business or tenant uniqueness,drizzle/0000_initial_mysql_schema.sql
